,id_response,response_option,response_description
6979,7435,3.0,neutral
6980,7436,3.0,"yes, elsewhere in the municipality"
6981,7437,1.0,(almost always
6982,7438,6.0,
6983,7439,3.0,sometimes
6984,7440,1.0,totally agree
6985,7441,2.0,In a village
6986,7442,1.0,"Yes, of course"
6987,7443,99999999.0,MISSING
6988,7444,8.0,
6989,7445,1.0,Yes
6990,7446,9.0,Room occupancy / student housing
6991,7447,2.0,sometimes occurs
6992,7448,1.0,Yes
6993,7449,4.0,"Yes, private help*"
6994,7450,4.0,
6995,7451,8.0,
6996,7452,2.0,no
6997,7453,1.0,Yes
6998,7593,5.0,totally disagree
6999,7454,2.0,"No, I have not bought or sold these goods online"
7000,7455,1.0,Answered
7001,7456,0.0,No
7002,7457,5.0,Very difficult
7003,7458,4.0,Do not know / no opinion
7004,7459,1.0,Yes
7005,7460,1.0,Yes
7006,7461,2.0,
7007,7462,8.0,Unknown
7008,7463,2.0,"Not done yet, but I'm ready"
7009,7464,6.0,don't know if it happens
7010,7465,1.0,Yes
7011,7466,2.0,
7012,7467,7.0,"Something else, namely:"
7013,7468,28.0,Age
7014,7469,2.0,agree
7015,7470,2.0,"yes, in your own neighbourhood"
7016,7471,7.0,
7017,7472,2.0,sometimes occurs
7018,7473,4.0,"Yes, private help*"
7019,7474,3.0,"Yes, from my doctor"
7020,7476,2.0,"No, I have not reported this, but I would in the future"
7021,7477,2.0,satisfied
7022,7478,4.0,Do not know / no opinion
7023,7479,2.0,"Yes, from family, neighbors or friends"
7024,7480,8.0,
7025,7481,1.0,does not occur
7026,7482,3.0,occurs and makes me angry
7027,7483,3.0,"yes, elsewhere in the municipality"
7028,7484,4.0,occurs and gives me a different emotion
7029,7485,61.0,Age
7030,7486,4.0,do not agree with
7031,7487,1.0,occurs often
7032,7488,4.0,"Yes, private help*"
7033,7489,2.0,no
7034,7490,2.0,at sometime
7035,7491,8.0,Unknown
7036,7492,3.0,"yes, elsewhere in the municipality"
7037,7493,99999999.0,MISSING
7038,7495,4.0,no answer
7039,7496,1.0,occurs often
7040,7497,2.0,sometimes occurs
7041,7498,2.0,occurs and scares me
7042,7499,5.0,"Yes, from an organization or body**"
7043,7500,3.0,(almost never
7044,7501,3.0,I didn't and I don't want to
7045,7503,6.0,
7046,7504,99999999.0,MISSING
7047,7505,2.0,at sometime
7048,7506,2.0,"Yes, from family, neighbors or friends"
7049,7507,8.0,Unknown
7050,7508,9.0,Age
7051,7509,3.0,Between 424 and 607
7052,7510,14.0,Wants to live closer to parents/children
7053,7511,2.0,neutral
7054,7512,6.0,"Yes, other help"
7055,7513,1.0,"yes, that's right"
7056,7514,0.0,No
7057,7515,8.0,Unknown
7058,7516,9.0,The cow
7059,7517,5.0,Very negative
7060,7518,2.0,at sometime
7061,7519,5.0,very dissatisfied
7062,7520,99999998.0,Unknown
7063,7521,1.0,no
7064,7522,5.0,very dissatisfied
7065,7523,99999999.0,MISSING
7066,7524,2.0,agree
7067,7525,2.0,agree
7068,7526,4.0,In a rural setting
7069,7527,4.0,occurs and gives me a different emotion
7070,7528,99999999.0,MISSING
7071,7529,7.0,
7072,7530,4.0,does not apply
7073,7531,2.0,"fair, some issues"
7074,7534,1.0,"yes, (almost) no problems"
7075,7535,1.0,"yes, (almost) no problems"
7076,7536,2.0,"fair, some issues"
7077,7537,3.0,"bad, many problems"
7078,7538,1.0,"yes, (almost) no problems"
7079,7539,3.0,"bad, many problems"
7080,7540,3.0,"bad, many problems"
7081,7541,2.0,"fair, some issues"
7082,7543,2.0,"fair, some issues"
7083,7544,4.0,does not apply
7084,7545,1.0,"yes, (almost) no problems"
7085,7546,4.0,does not apply
7086,7547,1.0,"yes, (almost) no problems"
7087,7548,3.0,"bad, many problems"
7088,7549,3.0,"bad, many problems"
7089,7550,3.0,"bad, many problems"
7090,7551,1.0,"yes, (almost) no problems"
7091,7552,4.0,does not apply
7092,7555,1.0,"yes, (almost) no problems"
7093,7556,3.0,"bad, many problems"
7094,7557,2.0,"fair, some issues"
7095,7558,4.0,does not apply
7096,7559,4.0,does not apply
7097,7561,2.0,"fair, some issues"
7098,7562,1.0,"yes, (almost) no problems"
7099,7563,1.0,"yes, (almost) no problems"
7100,7564,1.0,"yes, (almost) no problems"
7101,7565,1.0,"yes, (almost) no problems"
7102,7566,1.0,"yes, (almost) no problems"
7103,7567,2.0,"fair, some issues"
7104,7569,3.0,"bad, many problems"
7105,7570,2.0,"fair, some issues"
7106,7571,2.0,"fair, some issues"
7107,7572,3.0,"not agree, not disagree"
7108,7573,5.0,totally disagree
7109,7574,2.0,at sometime
7110,7575,4.0,disagree
7111,7578,3.0,"not agree, not disagree"
7112,7579,4.0,disagree
7113,7580,4.0,disagree
7114,7581,6.0,don't know/not applicable
7115,7582,6.0,don't know/not applicable
7116,7583,2.0,at sometime
7117,7584,3.0,"not agree, not disagree"
7118,7585,6.0,don't know/not applicable
7119,7586,1.0,totally agree
7120,7589,1.0,totally agree
7121,7590,2.0,at sometime
7122,7591,4.0,disagree
7123,7592,5.0,totally disagree
7124,7594,1.0,totally agree
7125,7595,1.0,totally agree
7126,7596,3.0,"not agree, not disagree"
7127,7597,5.0,totally disagree
7128,7598,3.0,"not agree, not disagree"
7129,7599,6.0,don't know/not applicable
7130,7600,4.0,disagree
7131,7601,2.0,at sometime
7132,7602,6.0,don't know/not applicable
7133,7603,2.0,"Between 185,000 and 275,000"
7134,7604,4.0,Between 635 and 711
7135,7605,2.0,Between 414 and 592
7136,7606,6.0,900 or more
7137,7607,3.0,"Between 592,- and 635,-"
7138,7608,6.0,900 or more
7139,7609,2.0,"Between 185,000 and 275,000"
7140,7610,2.0,Between 414 and 592
7141,7611,2.0,"Between 185,000 and 275,000"
7142,7612,4.0,Between 635 and 711
7143,7613,3.0,"Between 592,- and 635,-"
7144,7614,3.0,"Between 275,000 and 350,000"
7145,7615,3.0,"Between 592,- and 635,-"
7146,7616,1.0,Yes
7147,7617,0.0,No
7148,7618,1.0,Yes
7149,7619,0.0,No
7150,7624,8.0,Unknown
7151,7630,0.0,No
7152,7633,0.0,No
7153,7634,1.0,Yes
7154,7635,8.0,Unknown
7155,7636,1.0,Yes
7156,7638,1.0,Yes
7157,7639,0.0,No
7158,7641,8.0,Unknown
7159,7642,0.0,No
7160,7644,1.0,Yes
7161,7646,7.0,For financial reasons
7162,7647,0.0,No
7163,7648,3.0,Marriage / cohabitation
7164,7654,7.0,For financial reasons
7165,7656,10.0,Health / need for extra care
7166,7657,8.0,Unknown
7167,7658,1.0,Yes
7168,7659,7.0,For financial reasons
7169,7660,10.0,Health / need for extra care
7170,7662,7.0,For financial reasons
7171,7666,7.0,For financial reasons
7172,7667,3.0,Marriage / cohabitation
7173,7668,8.0,Unknown
7174,7669,8.0,Unknown
7175,7671,0.0,No
7176,7673,0.0,No
7177,7674,8.0,Unknown
7178,7677,0.0,No
7179,7679,8.0,Unknown
7180,7682,3.0,Marriage / cohabitation
7181,7683,1.0,Yes
7182,7692,10.0,Health / need for extra care
7183,7696,1.0,Yes
7184,7700,0.0,No
7185,7701,8.0,Unknown
7186,7702,10.0,Health / need for extra care
7187,7704,8.0,Unknown
7188,7705,8.0,Unknown
7189,7706,0.0,No
7190,7708,1.0,Yes
7191,7709,3.0,Marriage / cohabitation
7192,7710,0.0,No
7193,7711,8.0,Unknown
7194,7712,8.0,Unknown
7195,7713,3.0,Marriage / cohabitation
7196,7717,1.0,Yes
7197,7718,1.0,Yes
7198,7720,1.0,Yes
7199,7721,10.0,Health / need for extra care
7200,7722,4.0,Between 635 and 711
7201,7723,5.0,"450,000 or more"
7202,7724,5.0,Between 711 and 900
7203,7725,1.0,"Less than 185,000"
7204,7726,2.0,"Between 185,000 and 275,000"
7205,7727,4.0,"Between 350,000 and 450,00"
7206,7728,4.0,Between 635 and 711
7207,7729,2.0,"Between 185,000 and 275,000"
7208,7730,1.0,"Less than 185,000"
7209,7731,4.0,"Between 350,000 and 450,000"
7210,7732,3.0,"Between 275,000 and 350,000"
7211,7733,5.0,Between 711 and 900
7212,7734,5.0,"450,000 or more"
7213,7735,1.0,"Less than 414,-"
7214,7736,5.0,Between 711 and 900
7215,7737,2.0,"Between 185,000 and 275,000"
7216,7738,3.0,"Between 275,000 and 350,000"
7217,7739,5.0,"450,000 or more"
7218,7740,1.0,"Less than 414,-"
7219,7741,6.0,"Yes, have already found other housing/home"
7220,7742,4.0,"Between 350,000 and 450,00"
7221,7743,6.0,900 or more
7222,7744,4.0,"Between 350,000 and 450,000"
7223,7745,3.0,"Between 275,000 and 350,000"
7224,7746,4.0,"Between 350,000 and 450,00"
7225,7747,1.0,"Less than 414,-"
7226,7748,1.0,"Less than 185,000"
7227,7749,4.0,Between 635 and 711
7228,7750,4.0,Between 635 and 711
7229,7751,6.0,900 or more
7230,7752,3.0,"Between 275,000 and 350,000"
7231,7753,1.0,"Less than 414,-"
7232,7754,6.0,900 or more
7233,7755,5.0,"450,000 or more"
7234,7756,4.0,"Between 350,000 and 450,000"
7235,7757,3.0,"Between 592,- and 635,-"
7236,7758,4.0,Between 635 and 711
7237,7759,2.0,"Between 185,000 and 275,000"
7238,7760,5.0,Between 711 and 900
7239,7761,1.0,"Less than 414,-"
7240,7762,3.0,"Between 275,000 and 350,000"
7241,7763,1.0,"Less than 414,-"
7242,7764,4.0,Between 635 and 711
7243,7765,4.0,Between 635 and 711
7244,7766,3.0,"Between 592,- and 635,-"
7245,7767,2.0,Between 414 and 592
7246,7768,4.0,"Between 350,000 and 450,00"
7247,7769,5.0,"450,000 or more"
7248,7770,4.0,"Between 350,000 and 450,00"
7249,7771,3.0,"Between 275,000 and 350,000"
7250,7772,1.0,"Less than 414,-"
7251,7773,6.0,900 or more
7252,7774,1.0,"Less than 185,000"
7253,7775,3.0,"Between 592,- and 635,-"
7254,7776,1.0,"Less than 414,-"
7255,7777,5.0,"450,000 or more"
7256,7778,5.0,Between 711 and 900
7257,7779,3.0,"Between 275,000 and 350,000"
7258,7780,1.0,"Less than 185,000"
7259,7781,5.0,"450,000 or more"
7260,7782,6.0,900 or more
7261,7783,2.0,"Between 185,000 and 275,000"
7262,7784,2.0,"Between 185,000 and 275,000"
7263,7785,4.0,Between 635 and 711
7264,7786,1.0,"Less than 185,000"
7265,7787,2.0,Between 414 and 592
7266,7788,5.0,Between 711 and 900
7267,7789,5.0,Between 711 and 900
7268,7790,1.0,"Less than 414,-"
7269,7791,3.0,"Between 592,- and 635,-"
7270,7792,1.0,"Less than 185,000"
7271,7793,3.0,"Between 592,- and 635,-"
7272,7794,3.0,"Between 592,- and 635,-"
7273,7795,5.0,"450,000 or more"
7274,7796,6.0,900 or more
7275,7797,5.0,"450,000 or more"
7276,7798,2.0,Between 414 and 592
7277,7799,2.0,Between 414 and 592
7278,7800,5.0,Between 711 and 900
7279,7801,3.0,"Between 275,000 and 350,000"
7280,7802,6.0,900 or more
7281,7803,2.0,"Between 185,000 and 275,000"
7282,7804,5.0,"450,000 or more"
7283,7805,2.0,Between 414 and 592
7284,7806,3.0,"Between 275,000 and 350,000"
7285,7807,4.0,"Between 350,000 and 450,000"
7286,7808,4.0,"Between 350,000 and 450,000"
7287,7809,99999999.0,Unknown
7288,7810,2.0,"1,150 to 1,600 per month"
7289,7811,1.0,"Less than 1,150 per month"
7290,7812,3.0,"1,600 to 2,150 per month"
7291,7813,99999998.0,Unknown
7292,7814,25.0,Hill
7293,7815,29.0,Sports park
7294,7816,31.0,Kestern
7295,7817,9.0,Doornbos Line
7296,7818,25.0,overcropping
7297,7819,19.0,Ypelaar
7298,7820,7.0,Belcrum
7299,7821,22.0,Muizenberg
7300,7822,35.0,changer
7301,7823,8.0,Geeren-North
7302,7824,35.0,crout
7303,7825,15.0,Haagpoort
7304,7826,2.0,Belcrum
7305,7827,-1.0,Unknown
7306,7828,24.0,Haagpoort
7307,7829,5.0,Bark mill
7308,7830,33.0,Waterdonken
7309,7831,1.0,Bavel
7310,7832,24.0,Overakker
7311,7833,18.0,Hill
7312,7834,6.0,Station
7313,7836,4.0,Fellenoord
7314,7837,16.0,Witch wheel
7315,7838,11.0,changer
7316,7839,36.0,Bavel
7317,7840,19.0,Kesteren
7318,7841,37.0,New Wolfslaar
7319,7842,27.0,Riders forest
7320,7843,17.0,Sports park
7321,7844,16.0,Zandberg
7322,7845,0.0,No
7323,7846,11.0,Prinsenbeek
7324,7847,2.0,at sometime
7325,7848,1.0,Yes
7326,7849,78.0,Age
7327,7850,4.0,"Between 350,000 and 450,000"
7328,7851,2.0,No
7329,7852,10.0,Ulven wood
7330,7853,5.0,Selling my house is difficult
7331,7854,2.0,satisfied
7332,7855,7.0,Self-contained senior residence
7333,7856,12.0,Age
7334,7857,4.0,rarely/never
7335,7858,3.0,(almost) never occurs
7336,7859,3.0,neutral
7337,7860,4.0,"Yes, private help*"
7338,7861,1.0,totally agree
7339,7862,1.0,no
7340,7863,1.0,no
7341,7864,21.0,Age
7342,7865,8.0,Unknown
7343,7866,1.0,Yes
7344,7867,5.0,totally disagree
7345,7868,2.0,occurs and scares me
7346,7869,2.0,incidental
7347,7870,5.0,totally disagree
7348,7871,2.0,"Yes, from family, neighbors or friends"
7349,7872,1.0,Answered
7350,7873,50.0,Age
7351,7874,3.0,I didn't and I don't want to
7352,7875,1.0,"No, definitely not"
7353,7876,8.0,Unknown
7354,7877,2.0,"Not done yet, but I'm ready"
7355,7878,2.0,"Yes, from family, neighbors or friends"
7356,7879,1.0,occurs often
7357,7880,7.0,"Breda West (Haagpoort, Heuvel, Tuinzigt, Princenhage, Westerpark)"
7358,7881,2.0,sometimes occurs
7359,7882,1.0,Yes
7360,7883,1.0,Yes
7361,7884,1.0,does not occur
7362,7885,4.0,disagree
7363,7886,6.0,don't know/not applicable
7364,7887,8.0,Unknown
7365,7888,4.0,does not apply
7366,7889,1.0,"yes, (almost) no problems"
7367,7890,2.0,satisfied
7368,7891,2.0,satisfied
7369,7892,37.0,Zandberg
7370,7893,8.0,Unknown
7371,7894,27.0,Riders forest
7372,7895,6.0,Do not know / no opinion
7373,7896,7.0,For financial reasons
7374,7897,4.0,does not apply
7375,7898,0.0,Unknown
7376,7899,31.0,Garden zigt
7377,7900,16.0,Witch wheel
7378,7901,2.0,Belcrum
7379,7902,0.0,No
7380,7903,2.0,"fair, some issues"
7381,7904,2.0,"fair, some issues"
7382,7905,1.0,Yes
7383,7906,4.0,does not apply
7384,7907,1.0,Yes
7385,7908,2.0,No
7386,7909,1.0,very satisfied
7387,7910,1.0,Yes
7388,7911,8.0,Unknown
7389,7912,1.0,totally agree
7390,7913,8.0,Unknown
7391,7914,12.0,Geeren-North
7392,7915,1.0,Yes
7393,7916,2.0,Because of study / work
7394,7917,1.0,"yes, (almost) no problems"
7395,7918,0.0,No
7396,7919,6.0,Do not know / no opinion
7397,7920,20.0,Lapwing run
7398,7921,2.0,"No, not in my own neighborhood but in Breda"
7399,7922,6.0,don't know/not applicable
7400,7923,28.0,Bark mill
7401,7924,38.0,"No, I don't care"
7402,7925,6.0,don't know/not applicable
7403,7926,6.0,Do not know / no opinion
7404,7927,3.0,not satisfied/not dissatisfied
7405,7928,4.0,does not apply
7406,7929,6.0,Do not know / no opinion
7407,7930,1.0,"yes, (almost) no problems"
7408,7931,0.0,No
7409,7932,6.0,Brabant Park
7410,7933,2.0,"fair, some issues"
7411,7934,34.0,Westerpark
7412,7935,11.0,Current home not suitable for the elderly
7413,7936,18.0,Favorable time to sell a home
7414,7937,0.0,No
7415,7938,17.0,Because of care for a family member (informal care)
7416,7939,4.0,does not apply
7417,7940,6.0,Do not know / no opinion
7418,7941,1.0,Yes
7419,7942,2.0,"fair, some issues"
7420,7943,4.0,does not apply
7421,7944,4.0,dissatisfied
7422,7945,4.0,does not apply
7423,7946,1.0,"yes, (almost) no problems"
7424,7947,8.0,Unknown
7425,7948,3.0,"bad, many problems"
7426,7949,16.0,Wants to move closer to parents/children
7427,7950,6.0,don't know/not applicable
7428,7951,2.0,"fair, some issues"
7429,7952,19.0,"Something else, namely"
7430,7953,22.0,Muizenberg
7431,7954,0.0,No
7432,7955,1.0,"yes, (almost) no problems"
7433,7956,4.0,Blue Boulder
7434,7957,0.0,No
7435,7958,0.0,No
7436,7959,5.0,very dissatisfied
7437,7960,6.0,Do not know / no opinion
7438,7961,8.0,Unknown
7439,7962,6.0,don't know/not applicable
7440,7963,1.0,Yes
7441,7964,10.0,Because of the house itself
7442,7965,-1.0,Unknown
7443,7966,3.0,"not agree, not disagree"
7444,7967,6.0,Do not know / no opinion
7445,7968,8.0,Unknown
7446,7969,6.0,Do not know / no opinion
7447,7970,6.0,Do not know / no opinion
7448,7971,3.0,Do not know / no opinion
7449,7972,6.0,Do not know / no opinion
7450,7973,3.0,Biesdonk
7451,7974,1.0,Yes
7452,7975,1.0,Yes
7453,7976,18.0,Hill
7454,7977,35.0,changer
7455,7978,6.0,don't know/not applicable
7456,7979,4.0,disagree
7457,7980,6.0,"Because of the neighbors (quarrel, irritation, nuisance)"
7458,7981,3.0,No
7459,7982,12.0,Health / need for extra care
7460,7983,6.0,Do not know / no opinion
7461,7984,0.0,No
7462,7985,1.0,Yes
7463,7986,21.0,crout
7464,7987,15.0,Poor landlord service
7465,7988,4.0,dissatisfied
7466,7989,6.0,Do not know / no opinion
7467,7990,9.0,Doornbos Line
7468,7991,26.0,Princenhage
7469,7992,11.0,Gageldonk
7470,7993,8.0,Unknown
7471,7994,6.0,don't know/not applicable
7472,7995,3.0,"bad, many problems"
7473,7996,14.0,Insufficient facilities in the area
7474,7997,2.0,at sometime
7475,7998,6.0,Do not know / no opinion
7476,7999,8.0,Unknown
7477,8000,7.0,Chasse
7478,8001,2.0,"fair, some issues"
7479,8003,1.0,occurs often
7480,8009,4.0,Do not know / no opinion
7481,8012,4.0,Do not know / no opinion
7482,8014,3.0,(almost) never occurs
7483,8015,2.0,sometimes occurs
7484,8016,2.0,sometimes occurs
7485,8017,3.0,(almost) never occurs
7486,8018,1.0,occurs often
7487,8020,1.0,no
7488,8024,2.0,Does NOT occur
7489,8025,3.0,Don't know if it happens
7490,8027,2.0,Does NOT occur
7491,8028,2.0,Does NOT occur
7492,8029,2.0,Yes
7493,8030,2.0,Does NOT occur
7494,8031,1.0,DO occur
7495,8033,2.0,Does NOT occur
7496,8034,2.0,Yes
7497,8035,1.0,DO occur
7498,8036,1.0,no
7499,8037,3.0,Don't know if it happens
7500,8038,2.0,Yes
7501,8040,1.0,no
7502,8041,1.0,DO occur
7503,8042,3.0,Don't know if it happens
7504,8043,2.0,Does NOT occur
7505,8044,2.0,Does NOT occur
7506,8045,2.0,Yes
7507,8046,2.0,Yes
7508,8047,1.0,DO occur
7509,8048,2.0,Does NOT occur
7510,8050,3.0,Don't know if it happens
7511,8051,2.0,Yes
7512,8052,2.0,Does NOT occur
7513,8054,1.0,DO occur
7514,8055,1.0,DO occur
7515,8056,2.0,Does NOT occur
7516,8057,1.0,no
7517,8058,1.0,DO occur
7518,8059,1.0,no
7519,8060,3.0,Don't know if it happens
7520,8061,2.0,Yes
7521,8065,1.0,no
7522,8067,3.0,Don't know if it happens
7523,8068,1.0,no
7524,8069,2.0,Does NOT occur
7525,8070,2.0,Does NOT occur
7526,8071,2.0,Does NOT occur
7527,8072,1.0,no
7528,8073,3.0,Don't know if it happens
7529,8074,2.0,Yes
7530,8075,3.0,Don't know if it happens
7531,8076,1.0,DO occur
7532,8077,3.0,Don't know if it happens
7533,8078,1.0,DO occur
7534,8079,1.0,DO occur
7535,8080,2.0,Does NOT occur
7536,8081,3.0,Don't know if it happens
7537,8082,3.0,Don't know if it happens
7538,8086,2.0,Does NOT occur
7539,8087,1.0,DO occur
7540,8089,2.0,Yes
7541,8090,3.0,Don't know if it happens
7542,8091,1.0,DO occur
7543,8092,1.0,no
7544,8093,1.0,no
7545,8094,1.0,no
7546,8098,1.0,DO occur
7547,8099,3.0,Don't know if it happens
7548,8100,2.0,Does NOT occur
7549,8101,3.0,Don't know if it happens
7550,8103,3.0,Don't know if it happens
7551,8104,2.0,Does NOT occur
7552,8105,3.0,Don't know if it happens
7553,8106,3.0,Don't know if it happens
7554,8108,2.0,Does NOT occur
7555,8109,3.0,Don't know if it happens
7556,8111,3.0,Don't know if it happens
7557,8113,2.0,Does NOT occur
7558,8114,3.0,Don't know if it happens
7559,8115,3.0,Don't know if it happens
7560,8116,1.0,DO occur
7561,8117,1.0,DO occur
7562,8120,2.0,Yes
7563,8122,2.0,Yes
7564,8125,1.0,DO occur
7565,8126,2.0,Does NOT occur
7566,8127,2.0,Does NOT occur
7567,8128,1.0,DO occur
7568,8131,1.0,no
7569,8132,1.0,DO occur
7570,8137,2.0,Does NOT occur
7571,8138,1.0,DO occur
7572,8139,3.0,Don't know if it happens
7573,8140,1.0,DO occur
7574,8141,2.0,Yes
7575,8143,1.0,no
7576,8144,3.0,Don't know if it happens
7577,8145,3.0,Don't know if it happens
7578,8148,1.0,DO occur
7579,8149,1.0,DO occur
7580,8150,2.0,Does NOT occur
7581,8151,1.0,DO occur
7582,8152,2.0,Does NOT occur
7583,8155,2.0,Yes
7584,8157,1.0,DO occur
7585,8159,3.0,(almost) never occurs
7586,8161,1.0,Yes
7587,8162,2.0,no
7588,8163,4.0,Do not know / no opinion
7589,8165,1.0,occurs often
7590,8171,2.0,sometimes occurs
7591,8175,1.0,named
7592,8176,19.0,no answer
7593,8177,1.0,named
7594,8178,0.0,not mentioned
7595,8179,1.0,named
7596,8180,0.0,not mentioned
7597,8181,19.0,no answer
7598,8182,1.0,named
7599,8183,19.0,no answer
7600,8184,1.0,named
7601,8185,19.0,no answer
7602,8186,0.0,not mentioned
7603,8187,19.0,no answer
7604,8188,1.0,named
7605,8189,0.0,not mentioned
7606,8190,0.0,not mentioned
7607,8191,19.0,no answer
7608,8192,19.0,no answer
7609,8193,19.0,no answer
7610,8194,1.0,named
7611,8195,0.0,not mentioned
7612,8196,19.0,no answer
7613,8197,1.0,named
7614,8198,0.0,not mentioned
7615,8199,0.0,not mentioned
7616,8200,1.0,named
7617,8201,0.0,not mentioned
7618,8203,1.0,named
7619,8204,19.0,no answer
7620,8205,0.0,not mentioned
7621,8206,19.0,No answer
7622,8207,1.0,named
7623,8208,0.0,not mentioned
7624,8209,3.0,Do not know / no opinion
7625,8210,0.0,not mentioned
7626,8211,0.0,not mentioned
7627,8212,1.0,named
7628,8213,19.0,no answer
7629,8214,1.0,named
7630,8215,0.0,not mentioned
7631,8216,1.0,named
7632,8217,19.0,no answer
7633,8218,1.0,named
7634,8219,1.0,named
7635,8220,19.0,no answer
7636,8221,19.0,no answer
7637,8222,0.0,not mentioned
7638,8223,19.0,no answer
7639,8224,2.0,Yes
7640,8225,0.0,not mentioned
7641,8226,0.0,not mentioned
7642,8227,1.0,named
7643,8228,0.0,not mentioned
7644,8229,0.0,not mentioned
7645,8230,19.0,no answer
7646,8231,0.0,not mentioned
7647,8232,19.0,no answer
7648,8233,1.0,named
7649,8234,0.0,not mentioned
7650,8235,19.0,no answer
7651,8236,19.0,no answer
7652,8237,0.0,not mentioned
7653,8238,0.0,not mentioned
7654,8239,0.0,not mentioned
7655,8240,0.0,not mentioned
7656,8241,19.0,no answer
7657,8242,0.0,not mentioned
7658,8243,19.0,no answer
7659,8244,0.0,not mentioned
